Position,Track Name,Artist,Streams,URL,chart_start_date,chart_end_date,chart_country,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_genre,album_release_date,album_type
1,คิด(แต่ไม่)ถึง (Same Page?),Tilly Birds,432173,https://open.spotify.com/track/4Cg2XGrrrczeZRPOnlAG67,2020-05-22,2020-05-29,THA,0.627,0.801,10,-4.208,1,0.0305,0.2,0.0,0.157,0.811,95.031,audio_features,4Cg2XGrrrczeZRPOnlAG67,spotify:track:4Cg2XGrrrczeZRPOnlAG67,https://api.spotify.com/v1/tracks/4Cg2XGrrrczeZRPOnlAG67,https://api.spotify.com/v1/audio-analysis/4Cg2XGrrrczeZRPOnlAG67,266526,4,Rock,2020-02-26,single
2,นิโคติน,Mirrr,359426,https://open.spotify.com/track/6R9YzJHkfYoN6PianPhTdB,2020-05-22,2020-05-29,THA,0.574,0.592,0,-6.926,1,0.0386,0.472,0.0,0.127,0.387,131.841,audio_features,6R9YzJHkfYoN6PianPhTdB,spotify:track:6R9YzJHkfYoN6PianPhTdB,https://api.spotify.com/v1/tracks/6R9YzJHkfYoN6PianPhTdB,https://api.spotify.com/v1/audio-analysis/6R9YzJHkfYoN6PianPhTdB,216970,3,Pop,2020-01-31,single
3,วาฬเกยตื้น,GUNGUN,355018,https://open.spotify.com/track/6LQf6ErCI7vw7KGKRP11zP,2020-05-22,2020-05-29,THA,0.645,0.624,11,-6.523,1,0.039,0.153,0.0,0.13,0.78,200.143,audio_features,6LQf6ErCI7vw7KGKRP11zP,spotify:track:6LQf6ErCI7vw7KGKRP11zP,https://api.spotify.com/v1/tracks/6LQf6ErCI7vw7KGKRP11zP,https://api.spotify.com/v1/audio-analysis/6LQf6ErCI7vw7KGKRP11zP,226000,4,,2019-11-12,single
4,Rain On Me (with Ariana Grande),Lady Gaga,352674,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,2020-05-22,2020-05-29,THA,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,audio_features,24ySl2hOPGCDcxBxFIqWBu,spotify:track:24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/tracks/24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/audio-analysis/24ySl2hOPGCDcxBxFIqWBu,182200,4,Pop,2020-05-22,single
5,ฝนตกไหม,Three Man Down,349316,https://open.spotify.com/track/1ccwCCS7YSclzYibpK0DS4,2020-05-22,2020-05-29,THA,0.457,0.856,4,-6.03,1,0.0365,0.132,0.0,0.188,0.714,164.032,audio_features,1ccwCCS7YSclzYibpK0DS4,spotify:track:1ccwCCS7YSclzYibpK0DS4,https://api.spotify.com/v1/tracks/1ccwCCS7YSclzYibpK0DS4,https://api.spotify.com/v1/audio-analysis/1ccwCCS7YSclzYibpK0DS4,261250,4,Pop,2019-11-13,single
6,Stuck with U (with Justin Bieber),Ariana Grande,320999,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,2020-05-22,2020-05-29,THA,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,audio_features,4HBZA5flZLE435QTztThqH,spotify:track:4HBZA5flZLE435QTztThqH,https://api.spotify.com/v1/tracks/4HBZA5flZLE435QTztThqH,https://api.spotify.com/v1/audio-analysis/4HBZA5flZLE435QTztThqH,228482,3,Pop,2020-05-08,single
7,ลงใจ,BOWKYLION,284020,https://open.spotify.com/track/3JvbGjNcSnAhNemVyvXqci,2020-05-22,2020-05-29,THA,0.583,0.445,0,-7.141,1,0.0282,0.487,0.0,0.109,0.315,74.94,audio_features,3JvbGjNcSnAhNemVyvXqci,spotify:track:3JvbGjNcSnAhNemVyvXqci,https://api.spotify.com/v1/tracks/3JvbGjNcSnAhNemVyvXqci,https://api.spotify.com/v1/audio-analysis/3JvbGjNcSnAhNemVyvXqci,216000,4,Pop,2019-11-18,single
8,eight(Prod.&Feat. SUGA of BTS),IU,263713,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe,2020-05-22,2020-05-29,THA,0.676,0.869,1,-1.573,1,0.0423,0.115,0.0,0.132,0.594,120.029,audio_features,0pYacDCZuRhcrwGUA5nTBe,spotify:track:0pYacDCZuRhcrwGUA5nTBe,https://api.spotify.com/v1/tracks/0pYacDCZuRhcrwGUA5nTBe,https://api.spotify.com/v1/audio-analysis/0pYacDCZuRhcrwGUA5nTBe,167573,4,Pop,2020-05-06,single
9,หรือฉันคิดไปเอง,Zom Marie,263114,https://open.spotify.com/track/3EMXuZ7n0lgQSNSsVk5d3n,2020-05-22,2020-05-29,THA,0.638,0.677,5,-5.094,1,0.0604,0.106,0.0,0.263,0.535,140.003,audio_features,3EMXuZ7n0lgQSNSsVk5d3n,spotify:track:3EMXuZ7n0lgQSNSsVk5d3n,https://api.spotify.com/v1/tracks/3EMXuZ7n0lgQSNSsVk5d3n,https://api.spotify.com/v1/audio-analysis/3EMXuZ7n0lgQSNSsVk5d3n,216000,4,Pop,2020-03-11,single
10,ใกล้ (Closer),SCRUBB,262795,https://open.spotify.com/track/4r3UvwePMdXPJrqFautgTq,2020-05-22,2020-05-29,THA,0.697,0.826,9,-5.109,1,0.0394,0.352,1.77e-05,0.122,0.756,130.03,audio_features,4r3UvwePMdXPJrqFautgTq,spotify:track:4r3UvwePMdXPJrqFautgTq,https://api.spotify.com/v1/tracks/4r3UvwePMdXPJrqFautgTq,https://api.spotify.com/v1/audio-analysis/4r3UvwePMdXPJrqFautgTq,257640,4,Pop,2005-06-21,album
11,Blueberry Faygo,Lil Mosey,243537,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020-05-22,2020-05-29,THA,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,audio_features,22LAwLoDA5b4AaGSkg6bKW,spotify:track:22LAwLoDA5b4AaGSkg6bKW,https://api.spotify.com/v1/tracks/22LAwLoDA5b4AaGSkg6bKW,https://api.spotify.com/v1/audio-analysis/22LAwLoDA5b4AaGSkg6bKW,162547,4,Hip hop,2020-02-06,album
12,Sour Candy (with BLACKPINK),Lady Gaga,234597,https://open.spotify.com/track/6R6ZoHTypt5lt68MWbzZXv,2020-05-22,2020-05-29,THA,0.752,0.87,9,-3.812,0,0.0623,0.0604,1.12e-05,0.489,0.784,120.006,audio_features,6R6ZoHTypt5lt68MWbzZXv,spotify:track:6R6ZoHTypt5lt68MWbzZXv,https://api.spotify.com/v1/tracks/6R6ZoHTypt5lt68MWbzZXv,https://api.spotify.com/v1/audio-analysis/6R6ZoHTypt5lt68MWbzZXv,157707,4,Pop,2020-05-28,single
13,Best Part (feat. Daniel Caesar),H.E.R.,231141,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2020-05-22,2020-05-29,THA,0.473,0.371,4,-10.219,0,0.0405,0.795,0.0,0.109,0.413,75.208,audio_features,4OBZT9EnhYIV17t4pGw7ig,spotify:track:4OBZT9EnhYIV17t4pGw7ig,https://api.spotify.com/v1/tracks/4OBZT9EnhYIV17t4pGw7ig,https://api.spotify.com/v1/audio-analysis/4OBZT9EnhYIV17t4pGw7ig,209400,4,Soul and R&B,2017-10-20,album
14,คั่นกู - เพลงประกอบซีรีส์ เพราะเราคู่กัน,Bright Vachirawit,229439,https://open.spotify.com/track/2ZGgIXaoierTsnkrDzuBzY,2020-05-22,2020-05-29,THA,0.844,0.605,6,-5.85,1,0.027,0.331,1.3e-05,0.111,0.782,107.996,audio_features,2ZGgIXaoierTsnkrDzuBzY,spotify:track:2ZGgIXaoierTsnkrDzuBzY,https://api.spotify.com/v1/tracks/2ZGgIXaoierTsnkrDzuBzY,https://api.spotify.com/v1/audio-analysis/2ZGgIXaoierTsnkrDzuBzY,243889,4,,2020-03-10,single
15,คิดถึงแต่,BOWKYLION,226192,https://open.spotify.com/track/6d3b5akoUqISvcGAdZwA7x,2020-05-22,2020-05-29,THA,0.589,0.38,8,-7.074,1,0.0458,0.549,0.0,0.0881,0.584,183.821,audio_features,6d3b5akoUqISvcGAdZwA7x,spotify:track:6d3b5akoUqISvcGAdZwA7x,https://api.spotify.com/v1/tracks/6d3b5akoUqISvcGAdZwA7x,https://api.spotify.com/v1/audio-analysis/6d3b5akoUqISvcGAdZwA7x,186875,4,Pop,2020-03-12,single
16,คนเราจะแอบรักใครสักคนได้นานแค่ไหน,Rooftop,226020,https://open.spotify.com/track/3IPtnAYykrWz9EPjPWx2D7,2020-05-22,2020-05-29,THA,0.8,0.539,9,-7.079,1,0.0698,0.27,0.0,0.115,0.432,92.977,audio_features,3IPtnAYykrWz9EPjPWx2D7,spotify:track:3IPtnAYykrWz9EPjPWx2D7,https://api.spotify.com/v1/tracks/3IPtnAYykrWz9EPjPWx2D7,https://api.spotify.com/v1/audio-analysis/3IPtnAYykrWz9EPjPWx2D7,201500,4,Pop,2020-03-05,single
17,death bed (coffee for your head),Powfu,216240,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-05-22,2020-05-29,THA,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,audio_features,7eJMfftS33KTjuF7lTsMCx,spotify:track:7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/tracks/7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/audio-analysis/7eJMfftS33KTjuF7lTsMCx,173333,4,Hip hop,2020-02-08,single
18,ตกลงฉันคิดไปเองใช่ไหม - เพลงประกอบซีรีส์ เพราะเราคู่กัน,Bright Vachirawit,209414,https://open.spotify.com/track/1yTp98oJXW6FQ9Z7VcYYNw,2020-05-22,2020-05-29,THA,0.698,0.41,4,-8.399,1,0.0322,0.696,1.31e-05,0.16,0.303,131.945,audio_features,1yTp98oJXW6FQ9Z7VcYYNw,spotify:track:1yTp98oJXW6FQ9Z7VcYYNw,https://api.spotify.com/v1/tracks/1yTp98oJXW6FQ9Z7VcYYNw,https://api.spotify.com/v1/audio-analysis/1yTp98oJXW6FQ9Z7VcYYNw,248182,4,,2020-05-15,single
19,กอดในใจ,Billkin,196011,https://open.spotify.com/track/5f2KxK16ijFLqMoqFN2qkK,2020-05-22,2020-05-29,THA,0.688,0.509,1,-7.271,1,0.0352,0.393,0.00769,0.156,0.194,90.023,audio_features,5f2KxK16ijFLqMoqFN2qkK,spotify:track:5f2KxK16ijFLqMoqFN2qkK,https://api.spotify.com/v1/tracks/5f2KxK16ijFLqMoqFN2qkK,https://api.spotify.com/v1/audio-analysis/5f2KxK16ijFLqMoqFN2qkK,217750,4,,2020-04-23,single
20,แอบดี (How to live without you),Stamp,194451,https://open.spotify.com/track/1wl5vs3SCMPpHTIR8IW8nJ,2020-05-22,2020-05-29,THA,0.629,0.598,0,-6.654,1,0.0304,0.454,2.82e-05,0.204,0.442,103.979,audio_features,1wl5vs3SCMPpHTIR8IW8nJ,spotify:track:1wl5vs3SCMPpHTIR8IW8nJ,https://api.spotify.com/v1/tracks/1wl5vs3SCMPpHTIR8IW8nJ,https://api.spotify.com/v1/audio-analysis/1wl5vs3SCMPpHTIR8IW8nJ,241125,4,Pop,2019-10-24,single
