Position,Track Name,Artist,Streams,URL,chart_start_date,chart_end_date,chart_country,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_genre,album_release_date,album_type
1,อาวรณ์,Polycat,156906,https://open.spotify.com/track/2USX969yFQ250hBULh6Ope,2018-08-24,2018-08-31,THA,0.629,0.763,2,-5.47,1,0.0744,0.164,0.0,0.176,0.809,146.012,audio_features,2USX969yFQ250hBULh6Ope,spotify:track:2USX969yFQ250hBULh6Ope,https://api.spotify.com/v1/tracks/2USX969yFQ250hBULh6Ope,https://api.spotify.com/v1/audio-analysis/2USX969yFQ250hBULh6Ope,267123,4,Pop,2018-08-07,single
2,มีผลต่อหัวใจ,Non Tanon,106388,https://open.spotify.com/track/6LxsOkPSGBOsPhDKFAgYVM,2018-08-24,2018-08-31,THA,0.638,0.664,11,-6.796,1,0.0655,0.373,1.64e-06,0.0808,0.474,81.995,audio_features,6LxsOkPSGBOsPhDKFAgYVM,spotify:track:6LxsOkPSGBOsPhDKFAgYVM,https://api.spotify.com/v1/tracks/6LxsOkPSGBOsPhDKFAgYVM,https://api.spotify.com/v1/audio-analysis/6LxsOkPSGBOsPhDKFAgYVM,304429,4,Pop,2018-06-15,single
3,บอกตัวเอง (feat. โป่ง หินเหล็กไฟ),Room 39,103852,https://open.spotify.com/track/3WQe3r4R1lnJs75ty9UYDF,2018-08-24,2018-08-31,THA,0.537,0.522,7,-6.419,1,0.0334,0.126,0.0,0.109,0.193,145.956,audio_features,3WQe3r4R1lnJs75ty9UYDF,spotify:track:3WQe3r4R1lnJs75ty9UYDF,https://api.spotify.com/v1/tracks/3WQe3r4R1lnJs75ty9UYDF,https://api.spotify.com/v1/audio-analysis/3WQe3r4R1lnJs75ty9UYDF,228000,4,Pop,2018-05-21,single
4,DDU-DU DDU-DU - KR Ver.,BLACKPINK,102771,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu,2018-08-24,2018-08-31,THA,0.665,0.86,4,-3.921,0,0.0761,0.0322,0.0,0.281,0.372,139.973,audio_features,2CWnuF7ht55Ajyeg4WPvWu,spotify:track:2CWnuF7ht55Ajyeg4WPvWu,https://api.spotify.com/v1/tracks/2CWnuF7ht55Ajyeg4WPvWu,https://api.spotify.com/v1/audio-analysis/2CWnuF7ht55Ajyeg4WPvWu,209355,4,Pop,2018-06-15,single
5,หมอกร้าย feat. Fongbeer and Kob the X factor,Lipta,101926,https://open.spotify.com/track/0EYgFMIXhjcFgX6xe2NY9v,2018-08-24,2018-08-31,THA,0.555,0.593,9,-6.321,1,0.0674,0.718,0.0,0.101,0.482,176.026,audio_features,0EYgFMIXhjcFgX6xe2NY9v,spotify:track:0EYgFMIXhjcFgX6xe2NY9v,https://api.spotify.com/v1/tracks/0EYgFMIXhjcFgX6xe2NY9v,https://api.spotify.com/v1/audio-analysis/0EYgFMIXhjcFgX6xe2NY9v,285002,4,Pop,2018-04-03,single
6,ภาพจำ,Pop Pongkool,93427,https://open.spotify.com/track/4YRpjJaJpiI36HM36Dn5lS,2018-08-24,2018-08-31,THA,0.557,0.585,5,-7.559,0,0.047,0.426,1.03e-06,0.144,0.464,81.922,audio_features,4YRpjJaJpiI36HM36Dn5lS,spotify:track:4YRpjJaJpiI36HM36Dn5lS,https://api.spotify.com/v1/tracks/4YRpjJaJpiI36HM36Dn5lS,https://api.spotify.com/v1/audio-analysis/4YRpjJaJpiI36HM36Dn5lS,274000,4,Pop,2018-02-23,single
7,IDOL,BTS,90951,https://open.spotify.com/track/03iCbZaM4OkRR4We6wIzvx,2018-08-24,2018-08-31,THA,0.709,0.857,9,-3.394,1,0.0881,0.00219,0.0,0.103,0.446,126.038,audio_features,03iCbZaM4OkRR4We6wIzvx,spotify:track:03iCbZaM4OkRR4We6wIzvx,https://api.spotify.com/v1/tracks/03iCbZaM4OkRR4We6wIzvx,https://api.spotify.com/v1/audio-analysis/03iCbZaM4OkRR4We6wIzvx,260234,4,Pop,2018-08-24,compilation
8,In My Feelings,Drake,89521,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2018-08-24,2018-08-31,THA,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,audio_features,2G7V7zsVDxg1yRsu7Ew9RJ,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/tracks/2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/audio-analysis/2G7V7zsVDxg1yRsu7Ew9RJ,217925,4,Hip hop,2018-06-29,album
9,ภูเขาบังเส้นผม (Hide you) feat. TWOPEE,Stamp,89061,https://open.spotify.com/track/5kHLmBd3GTMIFhWdD3berA,2018-08-24,2018-08-31,THA,0.707,0.72,11,-5.61,1,0.151,0.595,0.0,0.0767,0.905,99.987,audio_features,5kHLmBd3GTMIFhWdD3berA,spotify:track:5kHLmBd3GTMIFhWdD3berA,https://api.spotify.com/v1/tracks/5kHLmBd3GTMIFhWdD3berA,https://api.spotify.com/v1/audio-analysis/5kHLmBd3GTMIFhWdD3berA,219500,4,Pop,2018-07-26,single
10,ความเงียบดังที่สุด,Getsunova,88434,https://open.spotify.com/track/49o9ToewyZywgB5KlaB3WN,2018-08-24,2018-08-31,THA,0.498,0.533,7,-6.143,1,0.0268,0.279,0.0,0.105,0.167,136.046,audio_features,49o9ToewyZywgB5KlaB3WN,spotify:track:49o9ToewyZywgB5KlaB3WN,https://api.spotify.com/v1/tracks/49o9ToewyZywgB5KlaB3WN,https://api.spotify.com/v1/audio-analysis/49o9ToewyZywgB5KlaB3WN,262210,4,Pop,2018-08-03,single
11,คนที่ไม่ใช่,O-Pavee,84109,https://open.spotify.com/track/76rs0Apd4Ct5LwJm8pB6r1,2018-08-24,2018-08-31,THA,0.553,0.484,9,-8.12,1,0.0326,0.807,8.51e-05,0.114,0.196,135.866,audio_features,76rs0Apd4Ct5LwJm8pB6r1,spotify:track:76rs0Apd4Ct5LwJm8pB6r1,https://api.spotify.com/v1/tracks/76rs0Apd4Ct5LwJm8pB6r1,https://api.spotify.com/v1/audio-analysis/76rs0Apd4Ct5LwJm8pB6r1,268329,4,Pop,2018-03-15,single
12,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,81545,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2018-08-24,2018-08-31,THA,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,audio_features,7fa9MBXhVfQ8P8Df9OEbD8,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,https://api.spotify.com/v1/tracks/7fa9MBXhVfQ8P8Df9OEbD8,https://api.spotify.com/v1/audio-analysis/7fa9MBXhVfQ8P8Df9OEbD8,235545,4,Pop,2018-06-15,album
13,Good Luck feat. Maiyarap,Lipta,79857,https://open.spotify.com/track/3tMbwbZpYXGHeg0l45m7Tv,2018-08-24,2018-08-31,THA,0.741,0.689,0,-7.036,1,0.0843,0.408,1.44e-06,0.108,0.727,98.049,audio_features,3tMbwbZpYXGHeg0l45m7Tv,spotify:track:3tMbwbZpYXGHeg0l45m7Tv,https://api.spotify.com/v1/tracks/3tMbwbZpYXGHeg0l45m7Tv,https://api.spotify.com/v1/audio-analysis/3tMbwbZpYXGHeg0l45m7Tv,197500,4,Pop,2018-07-09,single
14,breathin,Ariana Grande,78249,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,2018-08-24,2018-08-31,THA,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,audio_features,4OafepJy2teCjYJbvFE60J,spotify:track:4OafepJy2teCjYJbvFE60J,https://api.spotify.com/v1/tracks/4OafepJy2teCjYJbvFE60J,https://api.spotify.com/v1/audio-analysis/4OafepJy2teCjYJbvFE60J,198160,4,Pop,2018-08-17,album
15,นอนได้แล้ว,F.HERO,75798,https://open.spotify.com/track/5JhLoyD2idGlKXwD9nmYuB,2018-08-24,2018-08-31,THA,0.68,0.712,1,-6.939,1,0.183,0.106,0.0,0.0755,0.696,167.976,audio_features,5JhLoyD2idGlKXwD9nmYuB,spotify:track:5JhLoyD2idGlKXwD9nmYuB,https://api.spotify.com/v1/tracks/5JhLoyD2idGlKXwD9nmYuB,https://api.spotify.com/v1/audio-analysis/5JhLoyD2idGlKXwD9nmYuB,217143,4,Hip hop,2018-03-22,single
